,pre,stop,vowel,pre_path,stop_path,vowel_path,pre_startTime,pre_endTime,stop_startTime,stop_endTime,vowel_startTime,vowel_endTime,speaker,wuid,phi_type,first_sep_frame,second_sep_frame
414,,T,UW,,103/1240/0010/103-1240-0010-0047.flac,103/1240/0010/103-1240-0010-0048.flac,3.195271664717455,,3.3,3.37,3.37,3.42,103,103-1240-0010-0013,T,6,10
415,,K,AH,,4481/17498/0003/4481-17498-0003-0123.flac,4481/17498/0003/4481-17498-0003-0124.flac,9.579776275581597,,9.71,9.76,9.76,9.81,4481,4481-17498-0003-0026,T,8,11
416,,P,AO,,8630/305213/0028/8630-305213-0028-0007.flac,8630/305213/0028/8630-305213-0028-0008.flac,0.7768285397270615,,0.88,0.94,0.94,1.04,8630,8630-305213-0028-0001,T,6,10
417,,K,UH,,8630/305213/0054/8630-305213-0054-0003.flac,8630/305213/0054/8630-305213-0054-0004.flac,0.22469238098661765,,0.32,0.38,0.38,0.44,8630,8630-305213-0054-0001,T,5,9
418,,T,UW,,909/131041/0021/909-131041-0021-0107.flac,909/131041/0021/909-131041-0021-0108.flac,8.672982874712968,,8.77,8.83,8.83,8.89,909,909-131041-0021-0031,T,6,9
419,,T,AH,,103/1240/0046/103-1240-0046-0014.flac,103/1240/0046/103-1240-0046-0015.flac,1.0064495235939777,,1.07,1.11,1.11,1.16,103,103-1240-0046-0004,T,3,6
420,,T,EY,,4481/17498/0024/4481-17498-0024-0124.flac,4481/17498/0024/4481-17498-0024-0125.flac,11.78056019877756,,11.83,11.89,11.89,12.01,4481,4481-17498-0024-0036,T,3,6
421,,T,AH,,4481/17498/0036/4481-17498-0036-0111.flac,4481/17498/0036/4481-17498-0036-0112.flac,10.620972614779534,,10.7,10.77,10.77,10.84,4481,4481-17498-0036-0031,T,4,9
422,,T,AY,,4481/17498/0011/4481-17498-0011-0109.flac,4481/17498/0011/4481-17498-0011-0110.flac,11.803302372924021,,11.86,11.91,11.91,12.15,4481,4481-17498-0011-0026,T,3,6
423,,K,AO,,8630/305213/0014/8630-305213-0014-0003.flac,8630/305213/0014/8630-305213-0014-0004.flac,0.5265612536659173,,0.66,0.76,0.76,0.88,8630,8630-305213-0014-0001,T,8,14
424,,K,AH,,103/1241/0022/103-1241-0022-0165.flac,103/1241/0022/103-1241-0022-0166.flac,13.8829726590477,,13.96,14.02,14.02,14.06,103,103-1241-0022-0048,T,4,8
425,,K,AY,,4297/13009/0056/4297-13009-0056-0129.flac,4297/13009/0056/4297-13009-0056-0130.flac,13.586515522847558,,13.67,13.78,13.78,13.91,4297,4297-13009-0056-0039,T,5,12
426,,T,IH,,4297/13009/0030/4297-13009-0030-0075.flac,4297/13009/0030/4297-13009-0030-0076.flac,5.607006660312226,,5.68,5.72,5.72,5.76,4297,4297-13009-0030-0020,T,4,7
427,,T,IH,,4297/13006/0020/4297-13006-0020-0043.flac,4297/13006/0020/4297-13006-0020-0044.flac,3.7500071909715116,,3.82,3.87,3.87,3.94,4297,4297-13006-0020-0013,T,4,7
428,,T,AH,,909/131045/0009/909-131045-0009-0142.flac,909/131045/0009/909-131045-0009-0143.flac,12.100105454474916,,12.21,12.27,12.27,12.34,909,909-131045-0009-0036,T,6,10
429,,K,ER,,8630/305212/0024/8630-305212-0024-0067.flac,8630/305212/0024/8630-305212-0024-0068.flac,6.62561942553164,,6.69,6.8,6.8,6.94,8630,8630-305212-0024-0019,T,4,10
430,,K,UH,,8630/305213/0021/8630-305213-0021-0089.flac,8630/305213/0021/8630-305213-0021-0090.flac,11.88573597185235,,11.97,12.03,12.03,12.08,8630,8630-305213-0021-0027,T,5,9
431,,P,IH,,909/131044/0025/909-131044-0025-0037.flac,909/131044/0025/909-131044-0025-0038.flac,3.136888152869343,,3.23,3.34,3.34,3.41,909,909-131044-0025-0010,T,5,12
432,,K,EH,,4297/13009/0034/4297-13009-0034-0009.flac,4297/13009/0034/4297-13009-0034-0010.flac,0.8892813352595911,,0.99,1.14,1.14,1.23,4297,4297-13009-0034-0003,T,6,15
433,,T,AH,,909/131044/0012/909-131044-0012-0054.flac,909/131044/0012/909-131044-0012-0055.flac,5.02422925983169,,5.12,5.18,5.18,5.23,909,909-131044-0012-0016,T,5,9
434,,T,UW,,909/131044/0025/909-131044-0025-0029.flac,909/131044/0025/909-131044-0025-0030.flac,2.5482446177962346,,2.65,2.73,2.73,2.82,909,909-131044-0025-0007,T,6,11
435,,P,EY,,103/1241/0034/103-1241-0034-0169.flac,103/1241/0034/103-1241-0034-0170.flac,11.305855977763816,,11.42,11.57,11.57,11.79,103,103-1241-0034-0050,T,7,16
436,,T,AA,,4481/17498/0004/4481-17498-0004-0049.flac,4481/17498/0004/4481-17498-0004-0050.flac,4.527803646175485,,4.66,4.76,4.76,4.79,4481,4481-17498-0004-0015,T,8,14
437,,K,EH,,4481/17498/0024/4481-17498-0024-0007.flac,4481/17498/0024/4481-17498-0024-0008.flac,0.26892549012394895,,0.47,0.57,0.57,0.62,4481,4481-17498-0024-0002,T,12,18
438,,T,AH,,4481/17499/0006/4481-17499-0006-0076.flac,4481/17499/0006/4481-17499-0006-0077.flac,7.266938312891711,,7.36,7.4,7.4,7.46,4481,4481-17499-0006-0023,T,5,8
439,,T,IH,,103/1240/0046/103-1240-0046-0118.flac,103/1240/0046/103-1240-0046-0119.flac,8.785317378788505,,8.83,8.87,8.87,8.91,103,103-1240-0046-0041,T,2,5
440,,T,UW,,909/131044/0014/909-131044-0014-0071.flac,909/131044/0014/909-131044-0014-0072.flac,5.856538533002965,,5.95,6.02,6.02,6.07,909,909-131044-0014-0015,T,5,10
441,,K,AH,,909/131044/0007/909-131044-0007-0008.flac,909/131044/0007/909-131044-0007-0009.flac,0.6110746366765707,,0.68,0.75,0.75,0.8,909,909-131044-0007-0003,T,4,8
442,,T,AH,,8630/305212/0010/8630-305212-0010-0052.flac,8630/305212/0010/8630-305212-0010-0053.flac,5.968190822052711,,6.03,6.12,6.12,6.17,8630,8630-305212-0010-0014,T,3,9
443,,T,IH,,103/1240/0023/103-1240-0023-0114.flac,103/1240/0023/103-1240-0023-0115.flac,8.552606874301862,,8.61,8.67,8.67,8.71,103,103-1240-0023-0029,T,3,7
444,,P,AW,,4297/13009/0018/4297-13009-0018-0047.flac,4297/13009/0018/4297-13009-0018-0048.flac,3.7306575461716998,,3.84,3.98,3.98,4.12,4297,4297-13009-0018-0012,T,6,15
445,,T,AO,,4297/13006/0016/4297-13006-0016-0096.flac,4297/13006/0016/4297-13006-0016-0097.flac,8.080727826617014,,8.17,8.25,8.25,8.33,4297,4297-13006-0016-0028,T,5,10
446,,T,EH,,103/1240/0009/103-1240-0009-0038.flac,103/1240/0009/103-1240-0009-0039.flac,2.557397665778589,,2.65,2.74,2.74,2.82,103,103-1240-0009-0011,T,5,11
447,,K,AO,,4481/17499/0033/4481-17499-0033-0125.flac,4481/17499/0033/4481-17499-0033-0126.flac,12.550944033612993,,12.62,12.7,12.7,12.86,4481,4481-17499-0033-0036,T,4,9
448,,P,IH,,909/131044/0024/909-131044-0024-0102.flac,909/131044/0024/909-131044-0024-0103.flac,10.407370583979894,,10.5,10.62,10.62,10.69,909,909-131044-0024-0028,T,5,13
449,,K,AH,,4297/13006/0029/4297-13006-0029-0088.flac,4297/13006/0029/4297-13006-0029-0089.flac,7.638290242768641,,7.75,7.84,7.84,7.89,4297,4297-13006-0029-0023,T,6,12
450,,P,EH,,103/1240/0054/103-1240-0054-0135.flac,103/1240/0054/103-1240-0054-0136.flac,9.402316601008891,,9.51,9.59,9.59,9.65,103,103-1240-0054-0033,T,6,11
451,,K,AE,,103/1240/0001/103-1240-0001-0129.flac,103/1240/0001/103-1240-0001-0130.flac,10.204993023246645,,10.36,10.49,10.49,10.57,103,103-1240-0001-0036,T,9,17
452,,T,IH,,909/131045/0002/909-131045-0002-0052.flac,909/131045/0002/909-131045-0002-0053.flac,3.662303761658845,,3.76,3.84,3.84,3.9,909,909-131045-0002-0010,T,6,11
453,,P,ER,,4297/13006/0040/4297-13006-0040-0050.flac,4297/13006/0040/4297-13006-0040-0051.flac,5.088525443189843,,5.16,5.22,5.22,5.3,4297,4297-13006-0040-0017,T,4,8
454,,K,UH,,103/1241/0027/103-1241-0027-0064.flac,103/1241/0027/103-1241-0027-0065.flac,4.048007633133042,,4.13,4.19,4.19,4.22,103,103-1241-0027-0019,T,5,8
455,,T,AH,,8630/305213/0018/8630-305213-0018-0010.flac,8630/305213/0018/8630-305213-0018-0011.flac,1.145544562342107,,1.25,1.34,1.34,1.39,8630,8630-305213-0018-0004,T,6,12
456,,P,EH,,909/131044/0011/909-131044-0011-0054.flac,909/131044/0011/909-131044-0011-0055.flac,5.560814336557408,,5.64,5.77,5.77,5.8,909,909-131044-0011-0017,T,4,13
457,,P,EH,,909/131045/0016/909-131045-0016-0089.flac,909/131045/0016/909-131045-0016-0090.flac,8.987146366454287,,9.07,9.2,9.2,9.27,909,909-131045-0016-0022,T,5,13
458,,T,AH,,8630/305213/0051/8630-305213-0051-0083.flac,8630/305213/0051/8630-305213-0051-0084.flac,9.326644323860306,,9.4,9.46,9.46,9.52,8630,8630-305213-0051-0018,T,4,8
459,,K,UH,,4297/13009/0001/4297-13009-0001-0036.flac,4297/13009/0001/4297-13009-0001-0037.flac,2.8203994562425145,,2.91,3.02,3.02,3.06,4297,4297-13009-0001-0010,T,5,12
460,,K,EY,,8630/305212/0027/8630-305212-0027-0063.flac,8630/305212/0027/8630-305212-0027-0064.flac,5.814434025588192,,5.9,6.0,6.0,6.1,8630,8630-305212-0027-0016,T,5,11
461,,K,AH,,909/131045/0025/909-131045-0025-0059.flac,909/131045/0025/909-131045-0025-0060.flac,5.094886264967952,,5.16,5.25,5.25,5.32,909,909-131045-0025-0014,T,4,9
462,,T,AO,,8630/305213/0052/8630-305213-0052-0003.flac,8630/305213/0052/8630-305213-0052-0004.flac,0.4588787693558444,,0.55,0.68,0.68,0.82,8630,8630-305213-0052-0001,T,5,13
463,,K,AH,,103/1241/0031/103-1241-0031-0018.flac,103/1241/0031/103-1241-0031-0019.flac,1.492895907310056,,1.59,1.68,1.68,1.71,103,103-1241-0031-0006,T,6,11
464,,T,AH,,4481/17498/0023/4481-17498-0023-0165.flac,4481/17498/0023/4481-17498-0023-0166.flac,13.240050875747537,,13.32,13.36,13.36,13.43,4481,4481-17498-0023-0040,T,4,7
465,,T,UW,,4297/13009/0008/4297-13009-0008-0126.flac,4297/13009/0008/4297-13009-0008-0127.flac,10.471828847385153,,10.54,10.63,10.63,10.79,4297,4297-13009-0008-0035,T,4,9
466,,P,AH,,909/131045/0014/909-131045-0014-0148.flac,909/131045/0014/909-131045-0014-0149.flac,12.86004956633042,,12.93,13.02,13.02,13.09,909,909-131045-0014-0036,T,4,9
467,,K,AH,,103/1241/0022/103-1241-0022-0123.flac,103/1241/0022/103-1241-0022-0124.flac,9.715822366458571,,9.88,9.96,9.96,10.0,103,103-1241-0022-0033,T,10,15
468,,P,AE,,909/131044/0008/909-131044-0008-0177.flac,909/131044/0008/909-131044-0008-0178.flac,14.015311265669574,,14.1,14.27,14.27,14.42,909,909-131044-0008-0039,T,5,15
469,,P,AA,,4297/13006/0019/4297-13006-0019-0130.flac,4297/13006/0019/4297-13006-0019-0131.flac,14.651558036549504,,14.75,14.82,14.82,14.87,4297,4297-13006-0019-0040,T,6,10
470,,T,UW,,4481/17499/0044/4481-17499-0044-0154.flac,4481/17499/0044/4481-17499-0044-0155.flac,14.263925884411107,,14.4,14.47,14.47,14.51,4481,4481-17499-0044-0044,T,8,12
471,,T,IH,,8630/305212/0023/8630-305212-0023-0031.flac,8630/305212/0023/8630-305212-0023-0032.flac,3.8058163124181505,,3.88,4.0,4.0,4.16,8630,8630-305212-0023-0010,T,4,12
472,,P,AH,,4297/13009/0033/4297-13009-0033-0160.flac,4297/13009/0033/4297-13009-0033-0161.flac,12.150898493311855,,12.23,12.28,12.28,12.32,4297,4297-13009-0033-0040,T,4,8
473,,P,AE,,4481/17499/0028/4481-17499-0028-0001.flac,4481/17499/0028/4481-17499-0028-0002.flac,0.039121925122541354,,0.13,0.24,0.24,0.36,4481,4481-17499-0028-0000,T,5,12
474,,P,EY,,103/1240/0046/103-1240-0046-0049.flac,103/1240/0046/103-1240-0046-0050.flac,3.604216239849791,,3.71,3.78,3.78,3.89,103,103-1240-0046-0017,T,6,10
475,,T,EY,,103/1241/0021/103-1241-0021-0127.flac,103/1241/0021/103-1241-0021-0128.flac,11.098420110558132,,11.17,11.24,11.24,11.33,103,103-1241-0021-0036,T,4,8
476,,K,IY,,8630/305213/0017/8630-305213-0017-0006.flac,8630/305213/0017/8630-305213-0017-0007.flac,0.4443541584808348,,0.59,0.69,0.69,0.78,8630,8630-305213-0017-0002,T,9,15
477,,T,AH,,909/131044/0026/909-131044-0026-0083.flac,909/131044/0026/909-131044-0026-0084.flac,6.884939710442414,,6.99,7.02,7.02,7.08,909,909-131044-0026-0018,T,6,8
478,,P,AH,,909/131044/0009/909-131044-0009-0142.flac,909/131044/0009/909-131044-0009-0143.flac,12.865933381327705,,12.97,13.08,13.08,13.15,909,909-131044-0009-0034,T,6,13
479,,K,AE,,4481/17499/0018/4481-17499-0018-0128.flac,4481/17499/0018/4481-17499-0018-0129.flac,11.059457790321334,,11.13,11.3,11.3,11.42,4481,4481-17499-0018-0030,T,4,15
480,,P,IH,,103/1241/0039/103-1241-0039-0023.flac,103/1241/0039/103-1241-0039-0024.flac,1.228892520528192,,1.3,1.39,1.39,1.43,103,103-1241-0039-0008,T,4,10
481,,T,AH,,4481/17499/0032/4481-17499-0032-0077.flac,4481/17499/0032/4481-17499-0032-0078.flac,7.707387314735064,,7.78,7.84,7.84,7.87,4481,4481-17499-0032-0018,T,4,8
482,,K,AE,,4297/13009/0056/4297-13009-0056-0025.flac,4297/13009/0056/4297-13009-0056-0026.flac,3.4944080933295885,,3.54,3.62,3.62,3.72,4297,4297-13009-0056-0008,T,2,7
483,,T,AH,,103/1241/0000/103-1241-0000-0080.flac,103/1241/0000/103-1241-0000-0081.flac,8.032012142836068,,8.14,8.17,8.17,8.22,103,103-1241-0000-0018,T,6,8
484,,P,Y,,103/1240/0052/103-1240-0052-0019.flac,103/1240/0052/103-1240-0052-0020.flac,1.3740697234942014,,1.43,1.53,1.53,1.6,103,103-1240-0052-0006,T,3,9
485,,T,IH,,8630/305213/0024/8630-305213-0024-0093.flac,8630/305213/0024/8630-305213-0024-0094.flac,10.306157610874042,,10.42,10.49,10.49,10.56,8630,8630-305213-0024-0028,T,7,11
486,,T,AH,,909/131044/0004/909-131044-0004-0149.flac,909/131044/0004/909-131044-0004-0150.flac,12.429243600647016,,12.51,12.58,12.58,12.66,909,909-131044-0004-0041,T,5,9
487,,K,AO,,4297/13009/0035/4297-13009-0035-0080.flac,4297/13009/0035/4297-13009-0035-0081.flac,6.40902224568686,,6.48,6.6,6.6,6.63,4297,4297-13009-0035-0022,T,4,11
488,,T,AE,,8630/305212/0014/8630-305212-0014-0026.flac,8630/305212/0014/8630-305212-0014-0027.flac,2.2621687771554697,,2.35,2.41,2.41,2.58,8630,8630-305212-0014-0005,T,5,9
489,,P,UW,,4481/17498/0026/4481-17498-0026-0100.flac,4481/17498/0026/4481-17498-0026-0101.flac,9.612990000722156,,9.67,9.83,9.83,9.99,4481,4481-17498-0026-0029,T,3,13
490,,P,AA,,4481/17499/0018/4481-17499-0018-0146.flac,4481/17499/0018/4481-17499-0018-0147.flac,12.477836405113923,,12.55,12.65,12.65,12.79,4481,4481-17499-0018-0035,T,4,10
491,,T,UW,,4297/13009/0031/4297-13009-0031-0031.flac,4297/13009/0031/4297-13009-0031-0032.flac,2.440328926497828,,2.58,2.68,2.68,2.76,4297,4297-13009-0031-0010,T,8,14
492,,T,AH,,4297/13006/0021/4297-13006-0021-0130.flac,4297/13006/0021/4297-13006-0021-0131.flac,12.38581080833544,,12.53,12.57,12.57,12.64,4297,4297-13006-0021-0040,T,9,11
493,,K,AH,,4297/13009/0049/4297-13009-0049-0033.flac,4297/13009/0049/4297-13009-0049-0034.flac,2.4011511172812625,,2.47,2.55,2.55,2.59,4297,4297-13009-0049-0010,T,4,9
494,,P,IY,,103/1240/0020/103-1240-0020-0146.flac,103/1240/0020/103-1240-0020-0147.flac,11.820053684616251,,11.86,11.93,11.93,12.04,103,103-1240-0020-0041,T,2,6
495,,T,AH,,4297/13009/0018/4297-13009-0018-0021.flac,4297/13009/0018/4297-13009-0018-0022.flac,1.8332495059859157,,1.92,2.0,2.0,2.04,4297,4297-13009-0018-0006,T,5,10
496,,T,AO,,103/1240/0039/103-1240-0039-0015.flac,103/1240/0039/103-1240-0039-0016.flac,1.116237553883543,,1.18,1.28,1.28,1.34,103,103-1240-0039-0005,T,3,10
497,,K,UH,,909/131041/0017/909-131041-0017-0042.flac,909/131041/0017/909-131041-0017-0043.flac,3.3514287360639785,,3.46,3.56,3.56,3.61,909,909-131041-0017-0009,T,6,13
498,,T,AH,,103/1240/0034/103-1240-0034-0145.flac,103/1240/0034/103-1240-0034-0146.flac,13.504534611421596,,13.62,13.66,13.66,13.7,103,103-1240-0034-0037,T,7,9
499,,K,AH,,4297/13009/0065/4297-13009-0065-0146.flac,4297/13009/0065/4297-13009-0065-0147.flac,13.088207629193892,,13.18,13.28,13.28,13.31,4297,4297-13009-0065-0044,T,5,11
500,,K,AH,,909/131041/0015/909-131041-0015-0155.flac,909/131041/0015/909-131041-0015-0156.flac,14.493922396165257,,14.56,14.62,14.62,14.67,909,909-131041-0015-0033,T,4,7
501,,T,IH,,909/131045/0020/909-131045-0020-0112.flac,909/131045/0020/909-131045-0020-0113.flac,10.50532553265094,,10.57,10.61,10.61,10.67,909,909-131045-0020-0032,T,4,6
502,,T,AH,,103/1240/0056/103-1240-0056-0131.flac,103/1240/0056/103-1240-0056-0132.flac,9.792427713698949,,9.87,9.91,9.91,9.96,103,103-1240-0056-0038,T,4,7
503,,T,AY,,103/1240/0005/103-1240-0005-0116.flac,103/1240/0005/103-1240-0005-0117.flac,9.208420012768414,,9.29,9.43,9.43,9.55,103,103-1240-0005-0027,T,5,13
504,,T,AY,,4481/17498/0037/4481-17498-0037-0138.flac,4481/17498/0037/4481-17498-0037-0139.flac,12.906812990614796,,12.99,13.09,13.09,13.24,4481,4481-17498-0037-0036,T,5,11
505,,P,AE,,4481/17498/0012/4481-17498-0012-0067.flac,4481/17498/0012/4481-17498-0012-0068.flac,6.45176594907895,,6.54,6.71,6.71,6.81,4481,4481-17498-0012-0016,T,5,16
506,,T,AY,,8630/305213/0023/8630-305213-0023-0003.flac,8630/305213/0023/8630-305213-0023-0004.flac,0.2268582242404653,,0.37,0.48,0.48,0.65,8630,8630-305213-0023-0001,T,8,15
507,,K,AH,,4297/13009/0053/4297-13009-0053-0098.flac,4297/13009/0053/4297-13009-0053-0099.flac,9.905889475268356,,9.96,10.03,10.03,10.06,4297,4297-13009-0053-0030,T,3,7
508,S,K,EY,103/1240/0001/103-1240-0001-0131.flac,103/1240/0001/103-1240-0001-0132.flac,103/1240/0001/103-1240-0001-0133.flac,10.57,10.67,10.67,10.74,10.74,10.92,103,103-1240-0001-0036,ST,6,10
509,S,K,UW,103/1240/0005/103-1240-0005-0016.flac,103/1240/0005/103-1240-0005-0017.flac,103/1240/0005/103-1240-0005-0018.flac,1.27,1.37,1.37,1.43,1.43,1.51,103,103-1240-0005-0004,ST,6,9
510,S,T,IY,103/1240/0005/103-1240-0005-0178.flac,103/1240/0005/103-1240-0005-0179.flac,103/1240/0005/103-1240-0005-0180.flac,14.44,14.52,14.52,14.59,14.59,14.65,103,103-1240-0005-0043,ST,5,9
511,S,K,IY,103/1240/0006/103-1240-0006-0011.flac,103/1240/0006/103-1240-0006-0012.flac,103/1240/0006/103-1240-0006-0013.flac,0.94,1.02,1.02,1.11,1.11,1.17,103,103-1240-0006-0002,ST,5,10
512,S,T,IY,103/1240/0006/103-1240-0006-0090.flac,103/1240/0006/103-1240-0006-0091.flac,103/1240/0006/103-1240-0006-0092.flac,7.71,7.84,7.84,7.89,7.89,7.99,103,103-1240-0006-0027,ST,8,11
513,S,T,AO,103/1240/0009/103-1240-0009-0080.flac,103/1240/0009/103-1240-0009-0081.flac,103/1240/0009/103-1240-0009-0082.flac,5.82,5.9,5.9,5.96,5.96,6.06,103,103-1240-0009-0021,ST,5,8
514,S,T,AH,103/1240/0011/103-1240-0011-0125.flac,103/1240/0011/103-1240-0011-0126.flac,103/1240/0011/103-1240-0011-0127.flac,9.02,9.11,9.11,9.16,9.16,9.19,103,103-1240-0011-0034,ST,5,8
515,S,P,OY,103/1240/0014/103-1240-0014-0025.flac,103/1240/0014/103-1240-0014-0026.flac,103/1240/0014/103-1240-0014-0027.flac,1.75,1.81,1.81,1.88,1.88,2.04,103,103-1240-0014-0005,ST,3,8
516,S,T,EH,103/1240/0014/103-1240-0014-0037.flac,103/1240/0014/103-1240-0014-0038.flac,103/1240/0014/103-1240-0014-0039.flac,3.83,3.91,3.91,3.98,3.98,4.03,103,103-1240-0014-0008,ST,5,9
517,S,T,AA,103/1240/0016/103-1240-0016-0036.flac,103/1240/0016/103-1240-0016-0037.flac,103/1240/0016/103-1240-0016-0038.flac,2.32,2.39,2.39,2.44,2.44,2.49,103,103-1240-0016-0009,ST,4,7
518,S,K,AE,103/1240/0017/103-1240-0017-0044.flac,103/1240/0017/103-1240-0017-0045.flac,103/1240/0017/103-1240-0017-0046.flac,4.11,4.2,4.2,4.28,4.28,4.4,103,103-1240-0017-0012,ST,5,10
519,S,T,EH,103/1240/0018/103-1240-0018-0090.flac,103/1240/0018/103-1240-0018-0091.flac,103/1240/0018/103-1240-0018-0092.flac,6.02,6.1,6.1,6.18,6.18,6.25,103,103-1240-0018-0023,ST,5,10
520,S,T,EY,103/1240/0019/103-1240-0019-0129.flac,103/1240/0019/103-1240-0019-0130.flac,103/1240/0019/103-1240-0019-0131.flac,11.12,11.22,11.22,11.28,11.28,11.37,103,103-1240-0019-0033,ST,6,10
521,S,T,EH,103/1240/0019/103-1240-0019-0152.flac,103/1240/0019/103-1240-0019-0153.flac,103/1240/0019/103-1240-0019-0154.flac,13.04,13.15,13.15,13.22,13.22,13.27,103,103-1240-0019-0040,ST,6,11
522,S,T,EH,103/1240/0021/103-1240-0021-0113.flac,103/1240/0021/103-1240-0021-0114.flac,103/1240/0021/103-1240-0021-0115.flac,8.87,8.97,8.97,9.04,9.04,9.11,103,103-1240-0021-0031,ST,6,10
523,S,T,IH,103/1240/0022/103-1240-0022-0072.flac,103/1240/0022/103-1240-0022-0073.flac,103/1240/0022/103-1240-0022-0074.flac,6.42,6.56,6.56,6.62,6.62,6.69,103,103-1240-0022-0018,ST,8,12
524,S,T,OW,103/1240/0022/103-1240-0022-0079.flac,103/1240/0022/103-1240-0022-0080.flac,103/1240/0022/103-1240-0022-0081.flac,7.01,7.11,7.11,7.18,7.18,7.31,103,103-1240-0022-0020,ST,6,10
525,S,T,EH,103/1240/0023/103-1240-0023-0099.flac,103/1240/0023/103-1240-0023-0100.flac,103/1240/0023/103-1240-0023-0101.flac,7.72,7.81,7.81,7.88,7.88,7.95,103,103-1240-0023-0025,ST,5,10
526,S,P,EH,103/1240/0027/103-1240-0027-0037.flac,103/1240/0027/103-1240-0027-0038.flac,103/1240/0027/103-1240-0027-0039.flac,2.96,3.0,3.0,3.06,3.06,3.11,103,103-1240-0027-0010,ST,2,6
527,S,P,EH,103/1240/0027/103-1240-0027-0143.flac,103/1240/0027/103-1240-0027-0144.flac,103/1240/0027/103-1240-0027-0145.flac,11.17,11.2,11.2,11.25,11.25,11.31,103,103-1240-0027-0039,ST,1,5
528,S,T,ER,103/1240/0028/103-1240-0028-0082.flac,103/1240/0028/103-1240-0028-0083.flac,103/1240/0028/103-1240-0028-0084.flac,6.76,6.84,6.84,6.9,6.9,6.95,103,103-1240-0028-0019,ST,5,8
529,S,T,IH,103/1240/0028/103-1240-0028-0100.flac,103/1240/0028/103-1240-0028-0101.flac,103/1240/0028/103-1240-0028-0102.flac,8.13,8.26,8.26,8.31,8.31,8.35,103,103-1240-0028-0022,ST,8,11
530,S,T,AH,103/1240/0029/103-1240-0029-0063.flac,103/1240/0029/103-1240-0029-0064.flac,103/1240/0029/103-1240-0029-0065.flac,6.08,6.18,6.18,6.23,6.23,6.32,103,103-1240-0029-0017,ST,6,9
531,S,T,AH,103/1240/0029/103-1240-0029-0082.flac,103/1240/0029/103-1240-0029-0083.flac,103/1240/0029/103-1240-0029-0084.flac,7.35,7.41,7.41,7.47,7.47,7.52,103,103-1240-0029-0021,ST,3,7
532,S,P,AY,103/1240/0029/103-1240-0029-0120.flac,103/1240/0029/103-1240-0029-0121.flac,103/1240/0029/103-1240-0029-0122.flac,9.84,9.92,9.92,9.98,9.98,10.11,103,103-1240-0029-0029,ST,5,8
533,S,T,IH,103/1240/0030/103-1240-0030-0068.flac,103/1240/0030/103-1240-0030-0069.flac,103/1240/0030/103-1240-0030-0070.flac,5.33,5.39,5.39,5.45,5.45,5.48,103,103-1240-0030-0017,ST,3,7
534,S,T,AH,103/1240/0030/103-1240-0030-0111.flac,103/1240/0030/103-1240-0030-0112.flac,103/1240/0030/103-1240-0030-0113.flac,8.48,8.55,8.55,8.6,8.6,8.65,103,103-1240-0030-0029,ST,4,7
535,S,P,IH,103/1240/0030/103-1240-0030-0153.flac,103/1240/0030/103-1240-0030-0154.flac,103/1240/0030/103-1240-0030-0155.flac,11.79,11.87,11.87,11.93,11.93,12.01,103,103-1240-0030-0040,ST,5,8
536,S,T,AA,103/1240/0031/103-1240-0031-0171.flac,103/1240/0031/103-1240-0031-0172.flac,103/1240/0031/103-1240-0031-0173.flac,13.48,13.53,13.53,13.59,13.59,13.63,103,103-1240-0031-0047,ST,3,6
537,S,T,AE,103/1240/0032/103-1240-0032-0020.flac,103/1240/0032/103-1240-0032-0021.flac,103/1240/0032/103-1240-0032-0022.flac,1.74,1.79,1.79,1.86,1.86,1.95,103,103-1240-0032-0003,ST,3,7
538,S,P,EH,103/1240/0032/103-1240-0032-0037.flac,103/1240/0032/103-1240-0032-0038.flac,103/1240/0032/103-1240-0032-0039.flac,3.17,3.22,3.22,3.27,3.27,3.34,103,103-1240-0032-0006,ST,3,6
539,S,T,ER,103/1240/0032/103-1240-0032-0165.flac,103/1240/0032/103-1240-0032-0166.flac,103/1240/0032/103-1240-0032-0167.flac,13.68,13.73,13.73,13.8,13.8,13.83,103,103-1240-0032-0041,ST,3,7
540,S,K,OW,103/1240/0033/103-1240-0033-0059.flac,103/1240/0033/103-1240-0033-0060.flac,103/1240/0033/103-1240-0033-0061.flac,4.16,4.23,4.23,4.3,4.3,4.39,103,103-1240-0033-0016,ST,4,8
541,S,T,AA,103/1240/0033/103-1240-0033-0179.flac,103/1240/0033/103-1240-0033-0180.flac,103/1240/0033/103-1240-0033-0181.flac,13.67,13.73,13.73,13.8,13.8,13.87,103,103-1240-0033-0048,ST,3,8
542,S,K,OW,103/1240/0035/103-1240-0035-0045.flac,103/1240/0035/103-1240-0035-0046.flac,103/1240/0035/103-1240-0035-0047.flac,3.19,3.27,3.27,3.33,3.33,3.41,103,103-1240-0035-0011,ST,5,8
543,S,T,EH,103/1240/0035/103-1240-0035-0105.flac,103/1240/0035/103-1240-0035-0106.flac,103/1240/0035/103-1240-0035-0107.flac,7.76,7.83,7.83,7.9,7.9,7.94,103,103-1240-0035-0025,ST,4,8
